,Network,maze_01.txt,maze_02.txt,maze_03.txt,maze_04.txt,maze_05.txt,maze_06.txt,maze_07.txt,maze_08.txt,maze_09.txt,maze_10.txt,maze_11.txt,maze_12.txt,maze_13.txt,maze_14.txt,maze_15.txt,maze_16.txt,maze_17.txt,maze_18.txt,maze_19.txt,maze_20.txt,std,mean,error
57,classification-xresnext18-pretrained-1.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,98.4375,98.68421052631578,97.91666666666666,97.5,97.91666666666666,98.52941176470588,73.21428571428571,97.5,97.5,98.21428571428571,5.551970337968138,96.74011765023764,2.4332582846128106
58,classification-xresnext18-pretrained-2.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,98.4375,96.05263157894737,97.91666666666666,62.5,93.75,98.52941176470588,73.21428571428571,97.5,97.5,76.78571428571429,10.15108122839553,93.57877679810728,4.4489075036756365
59,classification-xresnext18-pretrained-3.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,98.4375,97.36842105263158,97.91666666666666,97.5,97.91666666666666,98.52941176470588,73.21428571428571,97.5,97.5,98.21428571428571,5.535492280668982,96.67432817655342,2.4260364575862328
60,classification-xresnext50-pretrained-0.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,98.4375,59.210526315789465,97.91666666666666,97.5,93.75,98.52941176470588,73.21428571428571,97.5,97.5,98.21428571428571,10.00706690136559,94.55810010637796,4.385790441980962
61,classification-xresnext50-pretrained-1.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,98.4375,98.68421052631578,97.91666666666666,97.5,97.91666666666666,98.52941176470588,73.21428571428571,97.5,97.5,98.21428571428571,5.551970337968138,96.74011765023764,2.4332582846128106
62,classification-xresnext50-pretrained-2.pkl,97.22222222222221,98.33333333333333,98.33333333333333,67.3076923076923,29.545454545454547,97.72727272727273,97.72727272727273,97.72727272727273,71.15384615384616,62.5,79.6875,59.210526315789465,97.91666666666666,97.5,93.75,92.64705882352942,73.21428571428571,97.5,22.5,98.21428571428571,23.34813360691679,81.48590116561287,10.232770722991406
63,classification-xresnext50-pretrained-3.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,62.5,98.4375,59.210526315789465,97.91666666666666,62.5,97.91666666666666,98.52941176470588,69.64285714285714,97.5,97.5,78.57142857142857,14.414180100627943,90.05884415399701,6.317292962806053
64,classification-xse_resnet18-pretrained-0.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,79.6875,97.36842105263158,45.83333333333333,62.5,93.75,98.52941176470588,73.21428571428571,97.5,97.5,78.57142857142857,14.707838899087278,90.19218531941056,6.445994605773065
65,classification-xse_resnet18-pretrained-1.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,98.4375,98.68421052631578,97.91666666666666,62.5,93.75,98.52941176470588,73.21428571428571,97.5,97.5,98.21428571428571,9.426520540871097,94.7817843169043,4.131354781254427
66,classification-xse_resnet18-pretrained-2.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,98.4375,14.473684210526317,97.91666666666666,97.5,97.91666666666666,98.52941176470588,73.21428571428571,97.5,17.5,98.21428571428571,25.422548702627736,88.52959133444816,11.141923223833443
67,classification-xse_resnet18-pretrained-3.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,79.6875,59.210526315789465,97.91666666666666,97.5,97.91666666666666,98.52941176470588,73.21428571428571,97.5,97.5,98.21428571428571,10.53506585394277,93.8289334397113,4.617196185783169
68,classification-xse_resnet50-pretrained-0.pkl,97.22222222222221,98.33333333333333,98.33333333333333,67.3076923076923,29.545454545454547,97.72727272727273,97.72727272727273,97.72727272727273,71.15384615384616,57.8125,10.9375,53.94736842105263,22.916666666666664,97.5,97.91666666666666,92.64705882352942,73.21428571428571,92.5,97.5,98.21428571428571,28.4690009390903,77.50920160420935,12.477089784857005
69,classification-xse_resnet50-pretrained-1.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,29.545454545454547,6.8181818181818175,97.72727272727273,25.0,98.07692307692307,57.8125,98.4375,11.842105263157894,97.91666666666666,7.5,6.25,98.52941176470588,73.21428571428571,97.5,12.5,78.57142857142857,39.59083239650756,64.46037710569445,17.351447334780794
70,classification-xse_resnet50-pretrained-2.pkl,97.22222222222221,98.33333333333333,61.66666666666667,36.53846153846153,65.9090909090909,47.72727272727273,97.72727272727273,97.72727272727273,71.15384615384616,98.4375,10.9375,59.210526315789465,97.91666666666666,62.5,93.75,7.352941176470589,73.21428571428571,97.5,97.5,76.78571428571429,28.992526884963336,72.4555286582183,12.706535147036574
